qname	SC5314	target2
orf19.5376	C3_00790W_A	
orf19.5381	C3_00730W_A	
orf19.5382	C3_00740W_A	
orf19.5390	C3_00680C_A	
orf19.5391	C3_00660W_A	
orf19.5393	C3_00640W_A	
orf19.5394.1	C3_00620C_A	
orf19.5395	C3_00630W_A	
orf19.5397	C3_00610W_A	
orf19.540	CR_04490C_A	
orf19.5402	C3_00590W_A	
orf19.5406	C3_00570C_A	
orf19.541	CR_04500C_A	
orf19.5410	C3_00530C_A	
orf19.5411	C3_00520W_A	
orf19.5412	C3_00510W_A	
orf19.5413	C3_00500C_A	
orf19.5418	C3_00470W_A	
orf19.5420	C3_00450C_A	
orf19.5422	C3_00440W_A	
orf19.5424	C3_00410C_A	
orf19.5425	C3_00420W_A	
orf19.5426	C3_00400C_A	
orf19.5428	C3_00390W_A	
orf19.5429	C3_00380C_A	
orf19.5431	C3_00360W_A	
orf19.5433	C3_00340W_A	
orf19.5438	C3_00310C_A	
orf19.5439	C3_00300W_A	
orf19.5442	C3_00270C_A	
orf19.5446	C3_00230C_A	
orf19.5449	C3_00210C_A	
orf19.5451	C3_00190W_A	
orf19.5455	C3_00170C_A	
orf19.5457	C3_00160C_A	
orf19.5459	C3_00130C_A	
orf19.5461	C3_00150W_A	
orf19.5462	C3_00140W_A	
orf19.5464	C3_00120W_A	
orf19.5465	C3_00100W_A	
orf19.5468	C3_00050C_A	
orf19.5469	C3_00030C_A	
orf19.547	CR_04560C_A	
orf19.5472	C3_00040W_A	
orf19.5474	C3_00010C_A	
orf19.5475	C3_00020W_A	
orf19.5483	C2_06200C_A	
orf19.5486	C2_06230W_A	
orf19.5488	C2_06260W_A	
orf19.5489	C2_06270W_A	
orf19.549	CR_04580W_A	
orf19.5491	C2_06280C_A	
orf19.5492	C2_06300W_A	
orf19.5495	C2_06320W_A	
orf19.5499	C2_06350C_A	
orf19.55	C1_05010C_A	
orf19.5502	C7_03760W_A	
orf19.5503	C7_03740C_A	
orf19.5504	C7_03730C_A	
orf19.5508	C7_03690W_A	
orf19.551	CR_04600W_A	
orf19.5510	C6_02430W_A	
orf19.5514	C6_02450W_A	
orf19.5515	C6_02460C_A	
orf19.5516	C6_02470W_A	
orf19.5517	C6_02480W_A	
orf19.5518	C6_02490C_A	
orf19.552	CR_04610C_A	
orf19.5522	C6_02530C_A	
orf19.5523	C6_02540C_A	
orf19.5524	C6_02550W_A	
orf19.5525	C6_02560W_A	
orf19.5527	C6_02580W_A	
orf19.553	CR_04620C_A	
orf19.5532	C6_02620C_A	
orf19.5533	C6_02630C_A	
orf19.5534	C6_02640C_A	
orf19.5535	C6_02650C_A	
orf19.5536	C6_02660C_A	
orf19.5539	C6_02680W_A	
orf19.5541	C6_02690C_A	
orf19.5543	C6_02720C_A	
orf19.5547	C6_02740W_A	
orf19.5549	C6_02760W_A	
orf19.555	CR_05190W_A	
orf19.5552	C6_02790C_A	
orf19.5553	C6_02800W_A	
orf19.5555	C6_02810C_A	
orf19.5556	C6_02820W_A	
orf19.556	CR_05200C_A	
orf19.5564	C6_02880W_A	
orf19.5566	C6_02900C_A	
orf19.5569	C6_02930W_A	
orf19.557	CR_05210W_A	
orf19.5572	C6_02940C_A	
orf19.5573	C6_02950C_A	
orf19.5574	C6_02960W_A	
orf19.5575	C6_02970C_A	
orf19.5576	C6_02980C_A	
orf19.5578	C6_02990W_A	
orf19.5579	C6_03000C_A	
orf19.5586	C6_03040C_A	
orf19.5587	C6_03050C_A	
orf19.5589	C6_03070C_A	
orf19.5592	C6_03090W_A	
orf19.5596	C6_03110C_A	
orf19.5597.1	C6_03130W_A	
orf19.5601	C6_03150C_A	
orf19.5605	C6_03180C_A	
orf19.5606	C6_03190C_A	
orf19.5607	C6_03200W_A	
orf19.5608	C6_03210C_A	
orf19.5609	C6_03220W_A	
orf19.5611	C6_03240W_A	
orf19.5614	C6_03260W_A	
orf19.5616	C6_03280W_A	
orf19.5617	C6_03290W_A	
orf19.5618	C6_03300C_A	
orf19.5619	C6_03310W_A	
orf19.5620	C6_03320W_A	
orf19.5621	C6_03330C_A	
orf19.5625	C6_03360C_A	
orf19.5626	C6_03370W_A	
orf19.5627	C6_03380W_A	
orf19.5628	C6_03390W_A	
orf19.5633	C4_00100C_A	
orf19.5642	C4_00170W_A	
orf19.5644	C4_00190W_A	
orf19.5646	C4_00210W_A	
orf19.5648	C4_00230W_A	
orf19.5649	C4_00250W_A	
orf19.5651	C4_00260W_A	
orf19.5655	C4_00290C_A	
orf19.5660	C4_00320C_A	
orf19.5660.1	C4_00330C_A	
orf19.5665	C4_00380W_A	
orf19.5666	C4_00390W_A	
orf19.5669	C4_00410W_A	
orf19.5671	C4_00420C_A	
orf19.5675	C4_00460C_A	
orf19.5676	C4_00470C_A	
orf19.5678	C4_00490W_A	
orf19.5680	C5_00170W_A	
orf19.5681	C5_00160W_A	
orf19.5682	C5_00150C_A	
orf19.5683	C5_00140C_A	
orf19.5684	C5_00130C_A	
orf19.5684.1	C5_00120W_A	
orf19.5686	C5_00100C_A	
orf19.5688	C5_00090C_A	
orf19.5689	C5_00080C_A	
orf19.5692	C5_00060C_A	
orf19.5693	C5_00040C_A	
orf19.5694	C5_00050W_A	
orf19.5698	C5_00030W_A	
orf19.5701	C6_03420W_A	
orf19.5702	C6_03430C_A	
orf19.5704	C6_03440W_A	
orf19.5710	C6_03460W_A	
orf19.5711	C6_03470W_A	
orf19.5717	C6_03510C_A	
orf19.5718	C6_03520C_A	
orf19.5719	C6_03530C_A	
orf19.5720	C6_03540W_A	
orf19.5722	C6_03550C_A	
orf19.5724	C6_03570W_A	
orf19.5727	C6_03590C_A	
orf19.5728	C6_03600C_A	
orf19.5730	C6_03620C_A	
orf19.5735.3	C6_03670C_A	
orf19.5747	C6_03730C_A	
orf19.5748	C6_03740W_A	
orf19.5752	C6_03780C_A	
orf19.5754	C6_03800C_A	
orf19.5755	C6_03810W_A	
orf19.5757	C6_03820C_A	
orf19.5763	C6_03880W_A	
orf19.5767	C6_03910C_A	
orf19.577	C5_00750C_A	
orf19.5772	C6_03950C_A	
orf19.5773	C6_03960W_A	
orf19.5775	C6_03990C_A	
orf19.5777	C2_03170W_A	
orf19.578	C5_00760W_A	
orf19.5780	C2_03150C_A	
orf19.5782	C2_03140C_A	
orf19.5783	C2_03130W_A	
orf19.5785	C2_03110W_A	
orf19.5799	C2_03020C_A	
orf19.580	C5_00780C_A	
orf19.5802	C2_03000C_A	
orf19.5808	C2_02960C_A	
orf19.581	C5_00790C_A	
orf19.5812	C2_02930C_A	
orf19.5813	C2_02920W_A	
orf19.5814.1	C2_02910W_A	
orf19.5817	C2_02870W_A	
orf19.5821	C2_02840C_A	
orf19.5824	C2_02820C_A	
orf19.5825.1	C2_02800W_A	
orf19.5826	C2_02790C_A	
orf19.5828	C2_02770W_A	
orf19.583	C5_00800C_A	
orf19.5831	C2_02750C_A	
orf19.5833	C2_02730W_A	
orf19.5834	C2_02720W_A	
orf19.5835	C2_02710C_A	
orf19.5837	C2_02700C_A	
orf19.584	C5_00810C_A	
orf19.5840	C2_02670C_A	
orf19.5841	C2_02660W_A	
orf19.5842	C2_02650C_A	
orf19.5844	CR_05580C_A	
orf19.5846	CR_05560W_A	
orf19.5847	CR_05550C_A	
orf19.5848	CR_05540C_A	
orf19.585	C5_00820W_A	
orf19.5852	CR_05500C_A	
orf19.5854.1	C3_04100W_A	
orf19.5856	C3_04120C_A	
orf19.5857	C3_04130W_A	
orf19.5860	C3_04170W_A	
orf19.5861.1	C3_04190W_A	
orf19.5863	C3_04210W_A	
orf19.5865	C3_04230W_A	
orf19.5866	C3_04240C_A	
orf19.5869	C3_04260W_A	
orf19.587	C5_00840W_A	
orf19.5874	C3_04310C_A	
orf19.5876	C3_04330C_A	
orf19.5879	C3_04350C_A	
orf19.588	C5_00850C_A	
orf19.5880	C3_04360W_A	
orf19.5884	C3_04370C_A	
orf19.5885	C3_04380C_A	
orf19.5890	C3_04410C_A	
orf19.5892	C3_04420W_A	
orf19.5894	C3_04440C_A	
orf19.5896	C3_04450C_A	
orf19.5897	C3_04460W_A	
orf19.590	CR_08050C_A	
orf19.5905	C3_04510W_A	
orf19.5910	C3_04540C_A	
orf19.5917.3	C3_04590W_A	
orf19.5918	C3_04600C_A	
orf19.592	CR_08040W_A	
orf19.5920	C3_04620C_A	
orf19.5921	C3_04630W_A	
orf19.5925	C3_04650W_A	
orf19.5929	C3_04690C_A	
orf19.5930	C3_04700W_A	
orf19.5932	C3_04720C_A	
orf19.5933	C3_04730C_A	
orf19.5934	C3_04740C_A	
orf19.5935	C3_04750W_A	
orf19.5941	C3_04780C_A	
orf19.5942	C3_04790W_A	
orf19.5943	C3_04800C_A	
orf19.5943.1	C3_04810C_A	
orf19.5952	C3_04840C_A	
orf19.5954	C3_04870W_A	
orf19.5961	C3_04920C_A	
orf19.5963	C3_04940W_A	
orf19.5965	C3_04970C_A	
orf19.5966	C3_04980W_A	
orf19.597	CR_08000C_A	
orf19.5970	C3_05010C_A	
orf19.5971	C3_05020W_A	
orf19.5976	C3_05060W_A	
orf19.5978	C3_05080W_A	
orf19.598	CR_07990C_A	
orf19.5980	C3_05090C_A	
orf19.5984	C3_05110W_A	
orf19.5985	C3_05120C_A	
orf19.5987	C3_05140C_A	
orf19.5989	C3_05150W_A	
orf19.599	CR_07970C_A	
orf19.5991	C3_05160C_A	
orf19.6003	C3_05250C_A	
orf19.6007	C3_05280C_A	
orf19.6008	C3_05290C_A	
orf19.6008.3	C1_00970W_A	
orf19.6008.4	C1_00980W_A	
orf19.6012	C1_00920W_A	
orf19.6013	C1_00910W_A	
orf19.6017	C1_00880W_A	
orf19.6020	C1_00860W_A	
orf19.6023	C1_00830W_A	
orf19.6024	C1_00820W_A	
orf19.6025	C1_00810W_A	
orf19.6027	C1_00790W_A	
orf19.6030	C1_00760W_A	
orf19.6035	C1_00700W_A	
orf19.6039	C1_00660C_A	
orf19.604	CR_07940W_A	
orf19.6043	C1_00630W_A	
orf19.6048	C1_00580W_A	
orf19.6049	C1_00570C_A	
orf19.605	CR_07930C_A	
orf19.6054	C1_00540C_A	
orf19.6055	C1_00530C_A	
orf19.6056	C1_00520W_A	
orf19.6057	C1_00510W_A	
orf19.606	CR_07920W_A	
orf19.6061	C1_00470C_A	
orf19.6062	C1_00460W_A	
orf19.6062.3	C1_00450C_A	
orf19.6064	C1_00430W_A	
orf19.6065	C1_00420W_A	
orf19.6066	C1_00410C_A	
orf19.607	CR_07910C_A	
orf19.6072.1	C1_00370W_A	
orf19.6075	C1_00330C_A	
orf19.6076	C1_00320W_A	
orf19.6077	C1_00310W_A	
orf19.6079	C1_00270W_A	
orf19.6082	C1_00210C_A	
orf19.6083	C1_00200C_A	
orf19.6084	C1_00190C_A	
orf19.609	CR_07900C_A	
orf19.6090	C1_00160C_A	
orf19.6100	C1_00100C_A	
orf19.6103	C1_00090W_A	
orf19.6110	C1_00050C_A	
orf19.6113	C1_00030C_A	
orf19.6114	C1_00020C_A	
orf19.6115	C1_00010W_A	
orf19.6117	CR_07480W_A	
orf19.6118	CR_07470W_A	
orf19.6119	CR_07460C_A	
orf19.612	CR_07870W_A	
orf19.6132	CR_07370W_A	
orf19.6134	CR_07350W_A	
orf19.6135	CR_07340C_A	
orf19.6136	CR_07320C_A	
orf19.6137	CR_07310W_A	
orf19.6138	CR_07300W_A	
orf19.6142	CR_07260C_A	
orf19.6143	CR_07250C_A	
orf19.6147	CR_07230W_A	
orf19.6148	CR_07220C_A	
orf19.6152	CR_07200W_A	
orf19.6155	C3_00830C_A	
orf19.6156	C3_00840C_A	
orf19.6160	C3_00850C_A	
orf19.6164	C3_00870W_A	
orf19.6166	C3_00890C_A	
orf19.6168	C3_00910W_A	
orf19.6170	C3_07770C_A	
orf19.6175	C3_07800C_A	
orf19.6177	C3_07820W_A	
orf19.6179	C3_07840C_A	
orf19.6180	C3_07850W_A	
orf19.6181	C3_07870W_A	
orf19.6184	C3_07880C_A	
orf19.6185	C3_07910W_A	
orf19.6186	C3_07900C_A	
orf19.6187	C3_07920W_A	
orf19.6188	C3_07930C_A	
orf19.6189	C3_07940W_A	
orf19.6192	C3_07980C_A	
orf19.6194	C1_07100C_A	
orf19.6195	C1_07090C_A	
orf19.6196	C1_07080W_A	
orf19.6198.1	C1_07060C_A	
orf19.6199	C1_07050C_A	
orf19.6200	C1_07040C_A	
orf19.6205	C1_07010W_A	
orf19.6209	C1_06980C_A	
orf19.6211	C1_06970C_A	
orf19.6219	C1_06920C_A	
orf19.6220	C1_06910C_A	
orf19.6220.4	C1_06890C_A	
orf19.6222.1	C1_06870C_A	
orf19.6224	C1_06860W_A	
orf19.6225.1	C1_06840C_A	
orf19.6227	C1_06820W_A	
orf19.6230	C1_06800W_A	
orf19.6233	C1_06770W_A	
orf19.6234	C1_06760C_A	
orf19.6235	C1_06750W_A	
orf19.6238	C1_06720C_A	
orf19.6240	C1_06700W_A	
orf19.6244	C1_06670W_A	
orf19.6245	C1_06660W_A	
orf19.6247	C1_06630W_A	
orf19.6247.1	C1_06640C_A	
orf19.6248	C1_06620C_A	
orf19.6250	C1_06600W_A	
orf19.6252	C1_06590C_A	
orf19.6255	C1_06560W_A	
orf19.6259	C1_06540C_A	
orf19.6260	C1_06530C_A	
orf19.6263	C1_06510C_A	
orf19.6264	C1_06500W_A	
orf19.6264.3	C1_06480C_A	
orf19.6264.4	C1_06470W_A	
orf19.6266	C1_06440C_A	
orf19.6267	C1_06430C_A	
orf19.6268	C1_06420C_A	
orf19.6269	C1_06410W_A	
orf19.6271	C1_06400C_A	
orf19.6272	C1_06390W_A	
orf19.6273	C1_06380C_A	
orf19.6275	C1_06360W_A	
orf19.6276	C1_06350W_A	
orf19.6277	C1_06340W_A	
orf19.6280	C1_06330W_A	
orf19.6282	CR_07680C_A	
orf19.6283	CR_07670W_A	
orf19.6284	CR_07660C_A	
orf19.6286	CR_07640C_A	
orf19.6288	CR_07610C_A	
orf19.6291	CR_07600W_A	
orf19.6297	C5_01610W_A	
orf19.6305	CR_04880W_A	
orf19.6306	CR_04870C_A	
orf19.6307	CR_04860C_A	
orf19.6308	CR_04850C_A	
orf19.6310	CR_04830C_A	
orf19.6311	CR_04820W_A	
orf19.6315	CR_04770C_A	
orf19.6316	CR_04760C_A	
orf19.6316.4	CR_04750W_A	
orf19.6318	CR_04730W_A	
orf19.6319	C6_00170C_A	
orf19.6325.1	C6_00120W_A	
orf19.6326	C6_00110C_A	
orf19.6328	C6_00090W_A	
orf19.6329	C6_00080C_A	
orf19.6338	C6_00020W_A	
orf19.634	CR_04970C_A	
orf19.6340	C1_12820C_A	
orf19.6341	C1_12810W_A	
orf19.6342	C1_12800W_A	
orf19.6346	C1_12760W_A	
orf19.6347	C1_12750C_A	
orf19.6348	C1_12740W_A	
orf19.635	CR_04980C_A	
orf19.6350	C1_12720C_A	
orf19.6351	C1_12710C_A	
orf19.6353	C1_12700W_A	
orf19.6354	C1_12690C_A	
orf19.6355	C1_12680W_A	
orf19.6356	C1_12670C_A	
orf19.6357	C1_12660W_A	
orf19.6358	C1_12650C_A	
orf19.6359	C1_12640W_A	
orf19.6360	C1_12630C_A	
orf19.6366	CR_08080W_A	
orf19.6371	CR_08110W_A	
orf19.6374	CR_08130W_A	
orf19.6377	CR_08170C_A	
orf19.6379	CR_08190W_A	
orf19.6382	CR_08200C_A	
orf19.639	CR_05160C_A	
orf19.639.1	CR_05150W_A	
orf19.6390	CR_08260C_A	
orf19.6391	CR_08270W_A	
orf19.6392	CR_08280W_A	
orf19.6393	CR_08290W_A	
orf19.6396	CR_08300C_A	
orf19.6398	CR_08310C_A	
orf19.640	CR_05140W_A	
orf19.6400	CR_08330W_A	
orf19.6403	CR_08350W_A	
orf19.6405	CR_08380C_A	
orf19.6406	CR_08400C_A	
orf19.6407	CR_08410W_A	
orf19.6408	CR_08420W_A	
orf19.641	CR_05130C_A	
orf19.6411	CR_08430W_A	
orf19.6413	CR_08440W_A	
orf19.6414	CR_08450C_A	
orf19.6415.1	CR_08480C_A	
orf19.6416	CR_08470W_A	
orf19.6418	CR_08500W_A	
orf19.6419.1	CR_08520C_A	
orf19.642	CR_05120W_A	
orf19.6423	CR_08550W_A	
orf19.6424	CR_08560C_A	
orf19.643	CR_05100W_A	
orf19.6431	CR_08580C_A	
orf19.6432	CR_08590W_A	
orf19.6435	CR_08610W_A	
orf19.6436	CR_08620C_A	
orf19.6438	CR_08640C_A	
orf19.6440	CR_08650C_A	
orf19.6443	CR_08670C_A	
orf19.6444	CR_08680C_A	
orf19.6448	CR_08710W_A	
orf19.6449	CR_08720W_A	
orf19.6450	CR_08740W_A	
orf19.6453	C7_02560W_A	
orf19.6455	C7_02550C_A	
orf19.6456	C7_02540W_A	
orf19.6457	C7_02530C_A	
orf19.6458	C7_02520W_A	
orf19.6458.1	C7_02510W_A	
orf19.6461	C7_02480W_A	
orf19.6462	C7_02470C_A	
orf19.6463	C7_02460C_A	
orf19.6464	C7_02450W_A	
orf19.6465	C7_02430C_A	
orf19.6469	C7_02420C_A	
orf19.647.3	CR_05040W_A	
orf19.6474	C7_02370W_A	
orf19.6475	C7_02360W_A	
orf19.6476	C7_02350C_A	
orf19.6477	C7_02340C_A	
orf19.6480	C7_02310C_A	
orf19.6482	C7_02290W_A	
orf19.6484	C7_02280W_A	
orf19.6487	C7_02260W_A	
orf19.6488	C7_02250W_A	
orf19.649	CR_05030W_A	
orf19.6491	C7_02230W_A	
orf19.6492	C7_02220C_A	
orf19.6493	C7_02210W_A	
orf19.6498	C7_02170C_A	
orf19.6499	C7_02160W_A	
orf19.6501	C7_02140W_A	
orf19.6502	C7_02130W_A	
orf19.6503	C7_02120C_A	
orf19.6506	C7_02110W_A	
orf19.6507	C7_02100W_A	
orf19.6508	C7_02090C_A	
orf19.6509	C7_02080W_A	
orf19.6518	C7_02010C_A	
orf19.652	CR_05010W_A	
orf19.6520	C7_02000C_A	
orf19.6522	C7_01990C_A	
orf19.6525	C7_01960W_A	
orf19.6526	C7_01950W_A	
orf19.6527	C7_01940C_A	
orf19.6528	C7_01930C_A	
orf19.653	CR_05000C_A	
orf19.6530	C7_01910C_A	
orf19.6532	C7_01880C_A	
orf19.6534	C7_01860W_A	
orf19.6537	C7_01830W_A	
orf19.654	CR_04990C_A	
orf19.6547	C7_01770W_A	
orf19.6550	C7_01750W_A	
orf19.6551	C7_01740C_A	
orf19.6552	C7_01720W_A	
orf19.6553	C7_01710W_A	
orf19.6554	C7_01700W_A	
orf19.6555	C7_01690W_A	
orf19.6556	C7_01680C_A	
orf19.6557	C7_01670W_A	
orf19.6558	C7_01660C_A	
orf19.6559	C7_01650W_A	
orf19.6563.1	C7_01610W_A	
orf19.6565	C7_01600W_A	
orf19.6566	C7_01590C_A	
orf19.6569	C7_01570C_A	
orf19.6575	C7_01530W_A	
orf19.6578	C7_01510W_A	
orf19.6579	C7_01500W_A	
orf19.6580	C7_01490W_A	
orf19.6581	C7_01480W_A	
orf19.6583	C7_01460C_A	
orf19.6585	C7_01440W_A	
orf19.6586	C7_01430C_A	
orf19.6592	CR_09700W_A	
orf19.6596	CR_09670C_A	
orf19.6597	CR_09660W_A	
orf19.6599.1	CR_09640C_A	
orf19.660	C1_11430W_A	
orf19.6600	CR_09620C_A	
orf19.6601	CR_09610C_A	
orf19.6602	CR_09590W_A	
orf19.6604	CR_09580C_A	
orf19.6605	CR_09570W_A	
orf19.6606	CR_09560C_A	
orf19.6608	CR_09530C_A	
orf19.6610	CR_09520C_A	
orf19.6612	CR_09510C_A	
orf19.6623	CR_05910W_A	
orf19.6624	CR_05900W_A	
orf19.6625	CR_05890C_A	
orf19.6626	CR_05880W_A	
orf19.6627	CR_05860W_A	
orf19.6628	CR_05840W_A	
orf19.6630	CR_05800C_A	
orf19.6635	CR_05770W_A	
orf19.6636	CR_05760C_A	
orf19.6637	CR_05750W_A	
orf19.6639	CR_05730C_A	
orf19.664	C1_11390W_A	
orf19.6641	CR_05710C_A	
orf19.6642	CR_05700C_A	
orf19.6644	CR_05680C_A	
orf19.6650	CR_05640C_A	
orf19.6654	C5_03470C_A	
orf19.6656	C5_03480C_A	
orf19.6658	C5_03490C_A	
orf19.666	C1_11370C_A	
orf19.6660	C5_03510C_A	
orf19.6661	C5_03520W_A	
orf19.6662	C5_03530C_A	
orf19.6665	C5_03550W_A	
orf19.6667	C5_03560W_A	
orf19.6668	C5_03570W_A	
orf19.6675	C5_03630C_A	
orf19.6676	C5_03640W_A	
orf19.6678	C5_03650C_A	
orf19.6679	C5_03670C_A	
orf19.6681	C5_03690W_A	
orf19.6687	C7_03550C_A	
orf19.6688	C7_03560W_A	
orf19.6690	C7_03580C_A	
orf19.6691	C7_03590C_A	
orf19.6693	C7_03610C_A	
orf19.6694	C7_03620C_A	
orf19.6698	C7_03640C_A	
orf19.6699	C7_03650W_A	
orf19.670.2	C1_11320C_A	
orf19.6701	C7_03660C_A	
orf19.6703	C7_03680W_A	
orf19.6704	C7_03470W_A	
orf19.6705	C7_03480W_A	
orf19.6707	C7_03500W_A	
orf19.6709	C3_07760C_A	
orf19.6712	C3_07740W_A	
orf19.6715	C3_07720C_A	
orf19.6717	C3_07700W_A	
orf19.6718	C3_07690C_A	
orf19.6719	C3_07680W_A	
orf19.672	C1_11300C_A	
orf19.6720	C3_07670W_A	
orf19.6722	C3_07660W_A	
orf19.6723	C3_07650C_A	
orf19.6726	C3_07630C_A	
orf19.673	C1_11290W_A	
orf19.6730	C3_07600W_A	
orf19.6731	C3_07590W_A	
orf19.6731.1	C3_07580W_A	
orf19.6732	C3_07570C_A	
orf19.6736	C3_07550C_A	
orf19.6737	C3_07540C_A	
orf19.6739	C3_07490W_A	
orf19.674	C1_11280W_A	
orf19.6740	C3_07480W_A	
orf19.6741	C3_07470W_A	
orf19.6742	C3_07460W_A	
orf19.6744	C3_07450C_A	
orf19.6747	C3_07430W_A	
orf19.6748	C3_07420W_A	
orf19.675	C1_11270W_A	
orf19.675.1	C1_11260C_A	
orf19.6751	C3_07400W_A	
orf19.6752	C3_07390C_A	
orf19.6753	C3_07380W_A	
orf19.6754	C3_07370W_A	
orf19.6756	C3_07350W_A	
orf19.6758	C3_07330W_A	
orf19.676	C1_11250W_A	
orf19.6769	C3_07290W_A	
orf19.6770	C3_07280C_A	
orf19.6777	C3_07240W_A	
orf19.6778	C3_07230W_A	
orf19.6783	C3_07170C_A	
orf19.6786	C3_07140C_A	
orf19.6787	C3_07130W_A	
orf19.6788	C3_07120W_A	
orf19.6789	C3_07110W_A	
orf19.6790	C3_07100C_A	
orf19.6793	C3_07070C_A	
orf19.6795	C3_07050W_A	
orf19.6797	C3_07030C_A	
orf19.68.2	C1_12480W_A	
orf19.6802	C3_06990W_A	
orf19.6804	C3_06970W_A	
orf19.6805	C3_06950W_A	
orf19.6807	C3_06940W_A	
orf19.6809	C3_06920W_A	
orf19.6813	C3_06880W_A	
orf19.6816	C3_06860C_A	
orf19.6818	C3_06830C_A	
orf19.6821	C3_06810W_A	
orf19.6822	C3_06800C_A	
orf19.6828	C3_06760W_A	
orf19.6828.1	C3_06750W_A	
orf19.6829	C3_06740W_A	
orf19.6830	C3_06730W_A	
orf19.6832	C3_06710W_A	
orf19.6833.2	C1_04440W_A	
orf19.6838	C1_04460C_A	
orf19.684	C6_01920C_A	
orf19.6840	C1_04470C_A	
orf19.6843	C1_04490W_A	
orf19.6845	C1_04510W_A	
orf19.6847	C1_04530C_A	
orf19.685.1	C6_01940W_A	
orf19.6850	C1_04560W_A	
orf19.6852	C1_04580C_A	
orf19.6852.1	C1_04590W_A	
orf19.6853	C1_04600C_A	
orf19.6855	C1_04620W_A	
orf19.6859	C4_05200C_A	
orf19.686	C6_01950C_A	
orf19.6860	C4_05210W_A	
orf19.6861	C4_05220C_A	
orf19.6862	C4_05230C_A	
orf19.6864	C4_05250W_A	
orf19.6866	C2_05540C_A	
orf19.6867	C2_05550W_A	
orf19.6868	C2_05560W_A	
orf19.6869	C2_05570C_A	
orf19.687	C6_01960W_A	
orf19.6871	C2_05580W_A	
orf19.6872	C2_05590C_A	
orf19.6874	C2_05640W_A	
orf19.6879	C2_05670C_A	
orf19.688	C6_01980C_A	
orf19.6882.1	C2_05710C_A	
orf19.6883	C2_05720C_A	
orf19.6886	C2_05750W_A	
orf19.6887	C2_05760C_A	
orf19.6888	C2_05770W_A	
orf19.6893	C2_05800C_A	
orf19.6896	C7_01100C_A	
orf19.6897	C7_01130C_A	
orf19.6898	C7_01150W_A	
orf19.6898.1	C7_01160C_A	
orf19.6899	C7_01170C_A	
orf19.69	C1_12470W_A	
orf19.69.2	C1_12460C_A	
orf19.6901	C7_01190W_A	
orf19.6903	C7_01210C_A	
orf19.6905	C7_01230C_A	
orf19.6907	C7_01270C_A	
orf19.6908	C7_01280C_A	
orf19.6911	C7_01310C_A	
orf19.6912	C7_01320W_A	
orf19.6916	C7_01350C_A	
orf19.6917	C7_01360C_A	
orf19.6918	C7_01370W_A	
orf19.6919	C7_01380W_A	
orf19.692	C6_02020C_A	
orf19.6920	C7_01390W_A	
orf19.6921	C7_01400C_A	
orf19.6922	C3_03970W_A	
orf19.6923	C3_03930W_A	
orf19.6923.1	C3_03920W_A	
orf19.6929	C3_03860W_A	
orf19.693	CR_06580W_A	
orf19.6931	C3_03840C_A	
orf19.6933	C3_03830W_A	
orf19.6934	C3_03820C_A	
orf19.6939	C3_03770C_A	
orf19.6940	C3_03780W_A	
orf19.6941	C3_03760W_A	
orf19.6943	C3_03740W_A	
orf19.6949	C3_03700C_A	
orf19.6950	C3_03690W_A	
orf19.6951	C3_03680W_A	
orf19.6952	C3_03670W_A	
orf19.6957	C3_03620C_A	
orf19.6966	C3_05300C_A	
orf19.6968	C3_05320W_A	
orf19.697	CR_06620W_A	
orf19.6970	C3_05330C_A	
orf19.6973	C3_05360C_A	
orf19.6976	C3_05380W_A	
orf19.6978	C3_05400C_A	
orf19.6979	C3_05410W_A	
orf19.698	CR_06640C_A	
orf19.6980	C3_05420W_A	
orf19.6981	C3_05430W_A	
orf19.6982	C3_05440C_A	
orf19.6983	C3_05450C_A	
orf19.6984	C3_05460W_A	
orf19.6986	C3_05510W_A	
orf19.6989	C3_05540C_A	
orf19.699	CR_06650C_A	
orf19.6990	C3_05550C_A	
orf19.6999	C3_05640W_A	
orf19.7002	C3_05660C_A	
orf19.7006	C7_01070C_A	
orf19.7007	C7_01060W_A	
orf19.7009	C7_01050W_A	
orf19.7010	C7_01040C_A	
orf19.7011	C7_01030C_A	
orf19.7012	C7_01020C_A	
orf19.7013	C7_01010W_A	
orf19.7014	C7_01000C_A	
orf19.702	CR_06680C_A	
orf19.7022	C7_00920C_A	
orf19.7023	C7_00910C_A	
orf19.7024	C7_00900W_A	
orf19.7027	C7_00880C_A	
orf19.7029	C7_00870W_A	
orf19.703	CR_06690C_A	
orf19.7032	C7_00850W_A	
orf19.7033	C7_00840C_A	
orf19.7034	C7_00830C_A	
orf19.7036	C7_00810W_A	
orf19.7038	C7_00790W_A	
orf19.7041	C7_00780W_A	
orf19.7042	C7_00770W_A	
orf19.7043	C7_00760C_A	
orf19.7051	C7_00680W_A	
orf19.7052	C7_00670C_A	
orf19.7054	C7_00650W_A	
orf19.7055	C7_00640C_A	
orf19.7056	C7_00630C_A	
orf19.7058	C7_00610C_A	
orf19.7059	C7_00600C_A	
orf19.7060	C7_00590W_A	
orf19.7061	C7_00580C_A	
orf19.7067	C7_00520W_A	
orf19.7069	C7_00490C_A	
orf19.7070	C7_00500W_A	
orf19.7073	C7_00460W_A	
orf19.7074	C7_00450C_A	
orf19.7077	C7_00430W_A	
orf19.7078	C7_00420C_A	
orf19.7079	C7_00410C_A	
